emp_no,first_name,last_name,title,dept_no,birth_date
248873,Brigham,Neimat,Staff,d003,1952-05-21
248908,Adit,Peha,Engineer,d005,1952-02-05
248921,Kersti,Esposito,Senior Staff,d007,1952-07-21
248924,Shooichi,Swab,Senior Staff,d009,1952-08-20
248950,Arco,Olivero,Staff,d002,1952-12-25
248965,Mack,Spinelli,Senior Staff,d007,1952-06-29
248988,Lokesh,Wynblatt,Staff,d007,1952-12-17
249041,Masato,Nollmann,Technique Leader,d005,1952-11-12
249052,Houman,Awdeh,Assistant Engineer,d005,1952-03-09
249063,Oguz,Bellone,Senior Staff,d001,1952-03-04
249072,Kristin,Raczkowsky,Staff,d003,1952-05-17
249078,Tremaine,Orlowska,Engineer,d005,1952-02-28
249101,Mantis,Akazan,Senior Staff,d009,1952-05-25
249104,Dante,Glinert,Staff,d009,1952-11-28
249119,Hisao,Georgakopoulos,Engineer,d005,1952-07-30
249120,Achilleas,Streng,Engineer,d005,1952-08-31
249142,Xinyu,Cunliffe,Senior Staff,d007,1952-05-04
249152,Rafols,Shobatake,Engineer,d005,1952-09-07
249166,Yuguang,Cooley,Senior Staff,d008,1952-04-13
249214,Serenella,Portugali,Staff,d009,1952-02-09
249222,Sverrir,Srimani,Engineer,d004,1952-11-03
249259,Shigenori,Ertl,Assistant Engineer,d005,1952-02-29
249281,Kellyn,Narahari,Senior Staff,d007,1952-09-19
249306,Sadok,Bahl,Staff,d007,1952-11-10
249312,Katsuyuki,Pardalos,Engineer,d005,1952-02-03
249318,Visit,Frolund,Engineer,d005,1952-08-04
249333,Patricio,Zaiane,Engineer,d005,1952-10-08
249368,Danae,Ramamoorthy,Engineer,d004,1952-02-26
249369,Lidong,Chinen,Engineer,d005,1952-07-08
249383,Nagui,Chachaty,Staff,d003,1952-11-04
249385,Mart,dAstous,Engineer,d004,1952-04-30
249394,Shiv,Crabtree,Senior Engineer,d005,1952-08-21
249395,Shooichi,Falby,Senior Staff,d002,1952-04-01
249415,Panayotis,Noriega,Engineer,d005,1952-07-05
249429,Gill,Hainaut,Engineer,d004,1952-02-12
249436,Ioana,Herber,Engineer,d004,1952-07-10
249441,Nevio,Spell,Assistant Engineer,d005,1952-06-15
249471,Huan,Michaeli,Senior Staff,d002,1952-07-21
249493,Harjit,Benantar,Senior Staff,d002,1952-11-05
249494,Boaz,Ranum,Senior Staff,d007,1952-02-03
249513,Minghong,Anick,Senior Staff,d009,1952-03-20
249515,Dinkar,Carrera,Engineer,d004,1952-04-17
249525,Mokhtar,Straney,Senior Staff,d007,1952-04-06
249533,Indrajit,Lienhardt,Engineer,d004,1952-12-02
249547,Gen,Uchoa,Senior Staff,d003,1952-04-25
249558,Ortrud,Schlegelmilch,Engineer,d004,1952-06-04
249590,Hein,Borstler,Engineer,d004,1952-07-27
249603,Xiaopeng,Seuren,Staff,d002,1952-12-20
249613,Magy,Onuegbe,Senior Staff,d007,1952-10-06
249619,Steve,Selvestrel,Senior Engineer,d005,1952-10-28
249650,Sachin,Perri,Senior Staff,d007,1952-10-29
249658,Lenore,Bernardeschi,Engineer,d005,1952-04-06
249731,Fumitaka,Weiland,Engineer,d005,1952-03-09
249745,Vasiliy,Mayerwieser,Engineer,d005,1952-10-25
249761,Mayumi,Hoppenstand,Technique Leader,d005,1952-11-18
249797,Arra,Snyers,Staff,d007,1952-02-23
249822,Sergi,Cairo,Senior Staff,d007,1952-02-11
249830,Willard,Simmen,Senior Engineer,d004,1952-11-02
249843,Visit,Kandlur,Engineer,d004,1952-10-04
249844,Sariel,Schueller,Senior Engineer,d004,1952-07-17
249848,Demin,Harllee,Engineer,d005,1952-06-12
249862,Rildo,Magalhaes,Engineer,d005,1952-03-19
249886,Radhika,Rossi,Engineer,d005,1952-12-14
249896,Zhigen,Deville,Technique Leader,d004,1952-11-27
249902,Samphel,Rabejac,Engineer,d005,1952-09-27
249922,Matk,Gente,Senior Staff,d003,1952-12-19
249945,Zeljko,Vasanthakumar,Senior Staff,d003,1952-09-01
249968,Suebskul,Birge,Engineer,d004,1952-02-16
249985,Aemilian,Vickson,Senior Staff,d009,1952-10-16
249988,Masako,Casperson,Senior Staff,d002,1952-12-18
249995,Shirish,Marletta,Staff,d003,1952-05-12
249998,Kristine,Underwood,Senior Staff,d004,1952-03-03
250000,Arch,Landherr,Senior Engineer,d005,1952-03-21
250023,Xudong,Kuszyk,Engineer,d004,1952-04-19
250026,Sigeru,Cooke,Engineer,d005,1952-08-05
250028,Shunichi,Delaune,Senior Staff,d009,1952-11-29
250031,Katsuo,Journel,Senior Staff,d001,1952-07-11
250033,Uinam,Limongiello,Senior Staff,d003,1952-10-18
250035,Zhanqiu,Bernardinello,Assistant Engineer,d004,1952-02-29
250039,Sumali,Maierhofer,Technique Leader,d004,1952-06-04
250056,Arvind,Nyrup,Senior Staff,d009,1952-12-10
250059,Naraig,Masamoto,Senior Staff,d007,1952-08-21
250061,Rosella,Felcyn,Senior Engineer,d005,1952-11-29
250068,Kyoichi,Ghemri,Senior Staff,d007,1952-06-11
250080,Zhensheng,Nitsche,Engineer,d005,1952-12-28
250083,Zine,Matzel,Senior Staff,d001,1952-12-27
250087,Nimmagadda,Passino,Engineer,d005,1952-12-11
250103,Hatem,Szemeredi,Senior Engineer,d006,1952-03-13
250104,Gio,Gecsei,Engineer,d005,1952-06-25
250105,Dayanand,Ruemmler,Engineer,d006,1952-08-07
250127,Anwar,Bahl,Engineer,d004,1952-03-02
250130,Shigeo,Mersereau,Senior Engineer,d004,1952-02-02
250144,Constantine,Lorys,Senior Staff,d004,1952-08-30
250176,Jaideep,Melton,Senior Engineer,d005,1952-02-23
250202,Feixiong,Erez,Senior Staff,d003,1952-05-19
250203,Sanjay,Gerlach,Senior Staff,d007,1952-08-13
250227,Bernardo,Osgood,Engineer,d004,1952-07-26
250272,Khalil,Birch,Assistant Engineer,d005,1952-06-02
250311,Muneo,Condotta,Engineer,d004,1952-07-23
250316,Sastry,Zallocco,Engineer,d004,1952-06-17
250318,Nikolaus,Improta,Senior Staff,d003,1952-12-26
250339,Jongsuk,Ferriere,Senior Staff,d002,1952-04-30
250345,Basem,Georg,Engineer,d004,1952-05-11
250356,Persi,Pocchiola,Senior Staff,d005,1952-08-19
250375,Eishiro,Krzyzanowski,Engineer,d005,1952-10-14
250419,Greger,Bottner,Engineer,d005,1952-06-06
250460,Sumant,Schmiedel,Staff,d008,1952-04-16
250477,Pascal,Rando,Assistant Engineer,d004,1952-04-12
250487,Constantijn,Fandrianto,Assistant Engineer,d004,1952-09-11
250492,Bouchung,Cichocki,Senior Staff,d002,1952-05-10
250498,Mamdouh,Basagni,Assistant Engineer,d004,1952-12-02
250512,Minghong,Sigstam,Senior Engineer,d005,1952-03-29
250546,Leon,Azevdeo,Senior Staff,d008,1952-09-18
250556,Zito,Guting,Senior Staff,d007,1952-04-21
250557,Shigeo,Mundy,Senior Staff,d007,1952-09-12
250565,Ranga,Erdmenger,Staff,d002,1952-04-05
250567,Ayonca,Lieberherr,Engineer,d005,1952-05-21
250572,Paraskevi,Schwaller,Senior Staff,d009,1952-10-09
250584,Miomir,Nicolson,Engineer,d004,1952-04-20
250593,Luerbio,Birta,Senior Engineer,d004,1952-12-07
250598,Kristinn,Itschner,Senior Staff,d007,1952-07-10
250621,Ute,Baar,Engineer,d006,1952-10-21
250624,Mayuri,Oehlmann,Senior Staff,d002,1952-11-08
250626,Seongbin,Huttel,Senior Engineer,d005,1952-05-09
250639,Chikako,Yoshizawa,Senior Staff,d002,1952-02-08
250645,Munenori,Eugenio,Senior Staff,d007,1952-06-27
250656,Sadun,Valiente,Senior Engineer,d004,1952-12-18
250685,Mohammad,Remmers,Engineer,d005,1952-03-23
250698,Marla,Khasidashvili,Engineer,d004,1952-05-13
250743,Herbert,Hanratty,Senior Staff,d009,1952-12-12
250747,Tomofumi,Bahr,Staff,d001,1952-05-19
250754,Marlo,Wixon,Staff,d003,1952-04-16
250785,Khue,Falster,Staff,d007,1952-02-23
250816,Kazuhide,Ambroszkiewicz,Senior Staff,d008,1952-05-13
250819,Tommaso,Huhdanpaa,Senior Staff,d002,1952-02-14
250852,Ottavia,Awdeh,Senior Staff,d007,1952-11-26
250863,Tadahiro,Rande,Engineer,d005,1952-04-15
250873,Khoa,Lortz,Senior Staff,d007,1952-04-22
250881,Susanna,Vidal,Senior Staff,d007,1952-11-09
250899,Hitofumi,Suermann,Technique Leader,d004,1952-12-01
250903,Remzi,Szemeredi,Engineer,d004,1952-11-15
250933,Beshir,Muniz,Senior Staff,d007,1952-08-30
250956,Udo,Krybus,Staff,d001,1952-07-16
250967,Genki,Pardalos,Senior Staff,d008,1952-09-23
250993,Quingbo,Alvarado,Engineer,d004,1952-03-20
250996,Moie,Bazelow,Technique Leader,d004,1952-08-09
251000,Reinhold,Bennet,Senior Engineer,d005,1952-02-13
251011,Yongdong,Delgrange,Staff,d009,1952-03-12
251044,Basant,Constantine,Senior Staff,d008,1952-12-01
251055,Ghassan,Kropf,Senior Staff,d002,1952-03-11
251084,Szabolcs,Garrabrants,Engineer,d004,1952-03-03
251146,Xuedong,Fraisse,Engineer,d005,1952-08-31
251226,Niranjan,Cyre,Senior Staff,d002,1952-05-07
251235,Sugwoo,Thorensen,Staff,d007,1952-07-04
251237,Cedric,Miara,Senior Staff,d007,1952-03-03
251257,Tzvetan,Pero,Engineer,d006,1952-12-13
251286,Koldo,Gist,Senior Engineer,d005,1952-03-28
251291,Uma,Monarch,Senior Staff,d003,1952-02-12
251296,Alassane,Panwar,Engineer,d004,1952-05-12
251299,Parto,DasSarma,Engineer,d004,1952-02-13
251318,Pragnesh,Fendler,Engineer,d005,1952-03-28
251321,Licheng,Felcyn,Engineer,d006,1952-05-10
251335,Hironobu,Ranka,Engineer,d004,1952-04-12
251344,Gila,Penttonen,Engineer,d004,1952-10-24
251361,Xinglin,Levergood,Staff,d001,1952-12-05
251367,Werner,Kabayashi,Engineer,d005,1952-04-26
251368,Uma,Krzyzanowski,Senior Engineer,d005,1952-12-01
251389,Shushma,Garrabrants,Senior Staff,d007,1952-04-19
251397,Ramachenga,Delgrange,Senior Staff,d007,1952-03-08
251399,Nectarios,Baar,Engineer,d005,1952-04-15
251413,Leif,Birge,Engineer,d004,1952-06-07
251456,Tua,Raney,Staff,d007,1952-03-09
251468,Youssef,Fontet,Engineer,d005,1952-04-19
251474,Anwar,Kolvik,Engineer,d005,1952-11-14
251480,Claude,Hedayat,Engineer,d004,1952-03-03
251484,Adit,Kawashima,Staff,d007,1952-03-31
251496,Eishiro,Rijckaert,Engineer,d004,1952-10-11
251519,Arco,Bernatsky,Engineer,d004,1952-08-05
251553,Udo,Bahi,Staff,d007,1952-12-09
251572,Taisook,Tagansky,Engineer,d005,1952-06-15
251579,Remmert,Bottner,Engineer,d006,1952-10-01
251591,Shahar,Pietrzykowski,Technique Leader,d005,1952-10-30
251592,Xiping,Theuretzbacher,Assistant Engineer,d004,1952-04-27
251608,Ult,Baby,Technique Leader,d005,1952-12-13
251621,Mitchel,Alameldin,Engineer,d004,1952-10-14
251688,Tsuneo,Jenevein,Engineer,d004,1952-06-24
251695,Paddy,Oskamp,Senior Staff,d003,1952-11-06
251706,Cullen,Swab,Engineer,d004,1952-07-24
251743,Gio,Bennis,Assistant Engineer,d005,1952-07-13
251767,Pranjal,Borovoy,Engineer,d005,1952-04-07
251771,Shuji,Luon,Technique Leader,d004,1952-11-12
251774,Kwan,Cunliffe,Senior Engineer,d006,1952-03-08
251798,Urs,Oxenboll,Senior Staff,d001,1952-02-21
251806,Zhiguo,Chorvat,Engineer,d005,1952-08-01
251815,Moon,Belinskaya,Senior Staff,d009,1952-04-15
251822,Irene,Griswold,Staff,d007,1952-05-03
251826,Shimshon,Ghalwash,Engineer,d005,1952-02-13
251830,Sanjeeva,Demeyer,Senior Staff,d008,1952-11-28
251839,Nahum,Munoz,Technique Leader,d005,1952-08-14
251853,Weicheng,Crouzet,Senior Staff,d008,1952-10-10
251862,Kauko,Molenaar,Engineer,d005,1952-04-07
251865,Younwoo,Danner,Senior Staff,d008,1952-02-15
251874,Carrsten,Halevi,Staff,d001,1952-09-04
251903,Fabrizio,Menhoudj,Engineer,d005,1952-04-07
251956,Tetsushi,Karner,Engineer,d005,1952-08-14
251977,Bingning,Lienhardt,Senior Staff,d007,1952-05-04
251985,Ortrud,Kirkerud,Senior Engineer,d005,1952-07-08
251999,Godehard,Krohn,Engineer,d004,1952-08-09
252000,Zhonghui,Gyimothy,Assistant Engineer,d006,1952-12-03
252015,Boguslaw,Ramamoorthy,Senior Engineer,d004,1952-02-11
252018,Yuguang,Spinelli,Engineer,d004,1952-06-22
252062,Shigeo,Wolniewicz,Senior Staff,d002,1952-08-28
252083,Masoud,Kobuchi,Engineer,d005,1952-11-03
252100,Muzhong,Boyle,Staff,d003,1952-05-25
252104,Tommaso,Reutenauer,Senior Engineer,d005,1952-03-21
252169,Mori,Kobara,Engineer,d006,1952-10-06
252189,Margo,Gomatam,Staff,d007,1952-08-23
252197,Gonzalo,Naudin,Senior Staff,d002,1952-02-27
252207,Supot,Lung,Staff,d007,1952-04-05
252215,Koichi,Huxford,Senior Staff,d008,1952-09-02
252245,Shooichi,Morrow,Engineer,d004,1952-12-21
252253,Subbu,Hemaspaandra,Technique Leader,d004,1952-11-14
252269,Bernardo,Docker,Senior Staff,d007,1952-05-11
252272,Kwan,Alvarado,Engineer,d004,1952-04-10
252317,Murthy,Erie,Senior Staff,d007,1952-09-16
252329,Panayotis,Horswill,Engineer,d004,1952-04-01
252334,Shmuel,Schnabel,Senior Staff,d008,1952-05-30
252356,Fabrizio,Chimia,Engineer,d005,1952-07-20
252364,Amstein,Shinomoto,Senior Engineer,d004,1952-04-11
252391,Bezalel,Morton,Senior Staff,d001,1952-07-18
252393,Reinhard,Dolinsky,Senior Staff,d009,1952-04-04
252443,Sivanarayana,Rullman,Engineer,d004,1952-08-09
252447,Abdelaziz,Morrey,Senior Staff,d002,1952-02-04
252459,Heon,Pluym,Engineer,d006,1952-07-22
252461,Sanjai,Ramsey,Senior Staff,d009,1952-08-07
252482,Zito,Billingsley,Technique Leader,d005,1952-11-06
252489,Michaela,Kruskal,Engineer,d005,1952-05-08
252497,Urs,Parascandalo,Engineer,d005,1952-05-03
252511,Diederik,Foote,Engineer,d004,1952-06-26
252514,Tsutomu,Kemmerer,Senior Staff,d001,1952-12-25
252580,Kensyu,Stamatiou,Senior Engineer,d005,1952-07-20
252588,Gennady,Schoegge,Engineer,d004,1952-03-21
252598,Macha,Aloia,Engineer,d004,1952-08-12
252603,Bartek,Shrader,Engineer,d005,1952-12-31
252625,Weiyi,Cronin,Technique Leader,d005,1952-03-04
252640,Apostol,Reistad,Senior Staff,d007,1952-02-06
252667,Xuedong,Lamba,Senior Staff,d008,1952-07-13
252678,Naraig,Schlegelmilch,Staff,d002,1952-11-23
252694,Randy,Pepe,Senior Staff,d002,1952-02-19
252697,Zejun,Schlegelmilch,Senior Staff,d009,1952-03-06
252707,Yinlin,Asrin,Senior Staff,d003,1952-11-29
252720,Larisa,Alameldin,Engineer,d005,1952-09-06
252732,Gina,Seiwald,Staff,d008,1952-08-25
252734,Christoph,Baezner,Engineer,d004,1952-06-27
252769,Supot,Matheson,Senior Engineer,d006,1952-04-13
252779,Mokhtar,Cromarty,Senior Staff,d007,1952-02-29
252845,Guther,Bach,Senior Staff,d009,1952-12-14
252862,Shahab,Schicker,Senior Staff,d007,1952-02-20
252886,Satosi,Breugel,Senior Staff,d007,1952-12-08
252903,Gretta,Miculan,Engineer,d005,1952-12-14
252939,Toshiki,Cullers,Senior Staff,d001,1952-05-18
252942,Terresa,Showalter,Staff,d008,1952-03-02
252944,Minghong,Albarhamtoshy,Engineer,d005,1952-09-19
252972,Ramalingam,Ambroszkiewicz,Engineer,d004,1952-02-22
252983,Filipp,Claffy,Senior Engineer,d004,1952-11-15
252985,Giordano,Ramsak,Senior Staff,d007,1952-10-10
252999,Weijing,Kusakabe,Technique Leader,d005,1952-05-01
253017,Subhash,Staudhammer,Senior Engineer,d004,1952-04-16
253051,Zhenbing,Rahier,Senior Staff,d007,1952-12-21
253055,Ebru,Syang,Senior Engineer,d004,1952-03-11
253084,Duro,Potthoff,Engineer,d004,1952-08-12
253091,Yechezkel,Zallocco,Senior Engineer,d004,1952-09-08
253098,Faiza,Delgrande,Technique Leader,d006,1952-03-21
253105,Susanta,Nollmann,Senior Staff,d001,1952-10-17
253124,Samphel,Garnham,Engineer,d004,1952-03-28
253126,Alejandro,Birta,Senior Staff,d007,1952-08-14
253158,Eckart,Tzvieli,Staff,d003,1952-07-30
253167,Weiye,Geffroy,Staff,d007,1952-02-21
253181,Froduald,Coorg,Senior Staff,d002,1952-08-31
253191,Ottavia,Jahnichen,Senior Staff,d007,1952-10-15
253228,Froduald,Schrooten,Senior Staff,d008,1952-12-21
253265,Jayesh,Vakili,Staff,d007,1952-05-27
253324,Xiong,Vendrig,Senior Staff,d003,1952-08-13
253326,Ger,Kropatsch,Senior Engineer,d004,1952-05-01
253345,Bodh,Wrigley,Senior Engineer,d005,1952-03-29
253353,Lansing,Orsini,Senior Staff,d007,1952-04-09
253382,Avishai,Limongiello,Senior Staff,d007,1952-02-10
253402,Guther,Pavlopoulou,Engineer,d005,1952-11-28
253417,Irene,Kalorkoti,Senior Staff,d002,1952-10-13
253419,Kauko,McDermid,Senior Staff,d002,1952-06-29
253427,Yunming,Hebden,Senior Engineer,d004,1952-08-17
253440,Guozhong,Picci,Staff,d001,1952-11-20
253445,Deniz,Maliniak,Engineer,d004,1952-10-22
253456,Theirry,Azuma,Engineer,d004,1952-05-06
253461,Masali,Bottner,Engineer,d005,1952-07-20
253504,Subbu,Marquardt,Senior Engineer,d005,1952-12-10
253514,Apostol,Cannane,Assistant Engineer,d004,1952-08-27
253516,Taizo,Poujol,Engineer,d004,1952-08-19
253525,Mani,Maksimenko,Engineer,d006,1952-05-29
253556,Sarita,Hanratty,Engineer,d005,1952-08-17
253557,Tran,Merel,Senior Staff,d003,1952-04-09
253602,Gurbir,Arlazarov,Senior Staff,d008,1952-04-05
253603,Atreyi,Rassart,Engineer,d004,1952-09-18
253606,Leaf,Lichtman,Technique Leader,d004,1952-02-15
253610,Pranav,Morrow,Senior Staff,d009,1952-05-08
253626,Kyoichi,Munke,Senior Staff,d002,1952-05-18
253634,Sakthirel,Bellone,Technique Leader,d005,1952-04-30
253658,Jessie,Frolund,Engineer,d004,1952-08-13
253680,Jianwen,Kumaresan,Engineer,d006,1952-10-17
253691,Sachio,Aumann,Engineer,d004,1952-10-25
253704,Sven,Belinskaya,Senior Staff,d004,1952-02-13
253705,Eran,Swift,Senior Staff,d008,1952-12-21
253723,Jianhua,Feinberg,Engineer,d004,1952-09-14
253726,Francoise,Chinin,Engineer,d004,1952-08-17
253750,Marlo,Baez,Engineer,d004,1952-02-11
253796,Masako,Unni,Engineer,d004,1952-08-07
253797,Martien,Fabrizio,Senior Staff,d009,1952-07-08
253823,Gaurav,Casley,Senior Engineer,d004,1952-06-20
253830,Luerbio,Pintelas,Senior Staff,d008,1952-12-07
253866,Reinhard,Reinhart,Senior Engineer,d005,1952-11-26
253883,Pasqua,Krone,Staff,d007,1952-12-15
253914,Syozo,DeMori,Engineer,d005,1952-03-23
253926,Mary,Krichel,Senior Staff,d009,1952-06-24
253952,Cristinel,Kohling,Assistant Engineer,d005,1952-10-08
253962,Steve,Przulj,Senior Staff,d007,1952-11-08
253977,Tonny,Usdin,Engineer,d004,1952-12-08
253979,Sakthirel,Luft,Engineer,d005,1952-10-30
254024,Richard,Ernst,Senior Staff,d007,1952-09-03
254032,Along,Waschkowski,Staff,d009,1952-08-26
254033,Rosella,Varman,Senior Staff,d009,1952-10-10
254037,Carrsten,Engelmann,Technique Leader,d005,1952-10-15
254046,Serap,Karunanithi,Senior Staff,d001,1952-04-27
254054,Cheong,Milicia,Senior Staff,d009,1952-07-05
254086,Barton,Karunanithi,Assistant Engineer,d005,1952-05-01
254097,Seongbae,Ibel,Engineer,d005,1952-04-30
254118,Pasqua,Luft,Senior Staff,d009,1952-05-30
254124,Xuejun,Heinisuo,Senior Staff,d008,1952-04-01
254129,Bojan,Bahi,Assistant Engineer,d005,1952-06-26
254139,Selwyn,Demke,Engineer,d004,1952-07-26
254141,Tran,Tramer,Senior Staff,d001,1952-03-24
254166,Leaf,Asrin,Senior Staff,d007,1952-04-25
254168,Vidar,Peron,Technique Leader,d006,1952-05-16
254174,Tetsushi,Perfilyeva,Staff,d009,1952-04-02
254180,Ronghao,Sewelson,Engineer,d005,1952-03-26
254184,Hercules,Kobara,Technique Leader,d005,1952-08-27
254190,Baruch,Murrill,Staff,d003,1952-02-06
254196,Yurij,Speek,Engineer,d005,1952-04-07
254213,Magy,Tetzlaff,Senior Engineer,d004,1952-09-20
254223,Geraldo,Vieth,Staff,d007,1952-04-11
254241,Anneli,Wursthorn,Senior Engineer,d005,1952-04-24
254245,Kshitij,Puppo,Engineer,d004,1952-06-07
254246,Marl,Thebaut,Senior Staff,d007,1952-10-19
254258,Hatim,Kroft,Engineer,d004,1952-06-26
254291,Leen,Speckmann,Senior Staff,d002,1952-07-21
254292,Pranas,Eppinger,Senior Staff,d007,1952-09-16
254296,Adamantios,Ananiadou,Assistant Engineer,d004,1952-08-08
254321,Masasuke,Albarhamtoshy,Engineer,d005,1952-07-06
254378,Zdislav,Ertl,Technique Leader,d005,1952-08-09
254394,Mingsen,Garnick,Engineer,d004,1952-07-11
254401,Valter,Jervis,Engineer,d005,1952-12-29
254407,Leucio,Kawashimo,Engineer,d004,1952-05-05
254418,Huican,Luan,Senior Staff,d009,1952-08-18
254426,Ashish,Schreiter,Assistant Engineer,d005,1952-05-13
254436,Huai,Bottner,Senior Staff,d009,1952-11-19
254444,Ramya,Buchter,Engineer,d006,1952-03-30
254482,Ramachenga,Sewelson,Engineer,d005,1952-04-01
254493,Goetz,Boyle,Engineer,d004,1952-09-19
254502,Valeska,Dalphin,Senior Staff,d002,1952-11-17
254513,Basant,Harnett,Engineer,d005,1952-08-14
254537,Jianhua,Papsdorf,Senior Engineer,d005,1952-03-03
254554,Noritoshi,Oskamp,Engineer,d006,1952-10-01
254586,Sajjan,Wielonsky,Engineer,d004,1952-07-15
254603,Dannz,Simkin,Engineer,d004,1952-08-11
254647,Irene,Muntz,Senior Staff,d009,1952-06-03
254677,Chaosheng,Candan,Staff,d002,1952-03-09
254758,Premsyl,Bergere,Senior Staff,d007,1952-05-18
254759,Sreekrishna,Talmor,Engineer,d004,1952-08-06
254779,Ioana,Wrigley,Senior Staff,d008,1952-02-28
254796,Rosli,Carrera,Senior Staff,d007,1952-02-21
254798,Takanari,Famili,Senior Staff,d007,1952-03-08
254800,Shaowei,Danley,Senior Staff,d009,1952-10-03
254808,Along,Schiper,Engineer,d004,1952-12-07
254814,Tsz,Worfolk,Senior Engineer,d005,1952-07-01
254816,Kotesh,Peternell,Senior Engineer,d004,1952-04-23
254823,Serif,Streit,Senior Staff,d001,1952-06-24
254838,Nevio,Schaft,Senior Staff,d001,1952-09-30
254841,Morris,Kranzdorf,Senior Staff,d007,1952-10-22
254851,Huiqun,Randi,Engineer,d005,1952-05-08
254856,Miquel,Theuretzbacher,Engineer,d005,1952-10-11
254871,Sverrir,Thiran,Assistant Engineer,d004,1952-05-13
254874,Raimond,Gewali,Staff,d003,1952-11-30
254888,Aluzio,Kinley,Engineer,d005,1952-04-20
254895,Somnath,Bael,Engineer,d005,1952-08-21
254902,Etsuo,Sifakis,Technique Leader,d005,1952-08-06
254904,Jayesh,Montresor,Senior Staff,d002,1952-12-13
254907,Zhensheng,Boyle,Senior Staff,d001,1952-05-02
254911,Shalesh,Orlowska,Staff,d007,1952-09-04
254931,Inderjeet,Valette,Senior Staff,d007,1952-12-25
254936,Make,Klassen,Senior Engineer,d006,1952-08-19
254959,Sukumar,Kitai,Engineer,d006,1952-08-10
254960,Kazuhito,Luby,Engineer,d005,1952-02-16
254995,Mikhail,Norsworthy,Staff,d003,1952-08-10
255006,Ger,Heyers,Senior Staff,d002,1952-07-12
255011,Howell,Gips,Senior Engineer,d004,1952-05-14
255012,Eberhardt,Gischer,Senior Staff,d009,1952-02-08
255031,Pranay,Rodite,Senior Engineer,d005,1952-12-28
255036,Constantino,Barriga,Senior Staff,d002,1952-09-14
255044,Kwee,Conry,Staff,d007,1952-02-16
255063,Howell,Edelhoff,Engineer,d004,1952-06-27
255071,Rosalyn,Schwabacher,Senior Engineer,d004,1952-11-20
255083,Chuanti,Brandsma,Engineer,d004,1952-12-21
255130,Mooi,Krupka,Senior Staff,d007,1952-05-21
255158,Piyawadee,Cummings,Engineer,d004,1952-04-19
255166,Naraig,Sullins,Technique Leader,d005,1952-12-26
255197,Kshitij,Piancastelli,Engineer,d005,1952-08-09
255220,Kwangsub,Renear,Senior Staff,d002,1952-05-12
255242,Doowon,Pelz,Engineer,d006,1952-06-21
255282,Sumant,Aamodt,Assistant Engineer,d004,1952-10-01
255285,Xudong,Erie,Senior Staff,d001,1952-12-18
255290,Herbert,Potthoff,Staff,d009,1952-06-18
255293,Magdalena,Kampfer,Staff,d002,1952-02-20
255318,Uma,Thimonier,Senior Staff,d007,1952-03-08
255321,Shen,Walston,Engineer,d005,1952-11-17
255335,Seshu,Wilfing,Staff,d007,1952-03-31
255339,Leni,Hitomi,Engineer,d004,1952-02-18
255349,Niclas,Niizuma,Senior Staff,d001,1952-10-17
255368,Sanjai,Attimonelli,Senior Staff,d007,1952-02-25
255369,Valeri,Luft,Senior Staff,d007,1952-03-15
255382,Zito,Facello,Staff,d007,1952-11-28
255397,Augustine,Guenter,Assistant Engineer,d005,1952-10-11
255415,Heejo,Erdi,Assistant Engineer,d004,1952-08-12
255440,Bodh,Barriga,Senior Engineer,d004,1952-07-22
255464,Visit,Kragelund,Engineer,d005,1952-07-06
255484,Satosi,Swan,Senior Engineer,d004,1952-12-30
255488,Vugranam,Azuma,Engineer,d004,1952-06-17
255498,Mara,Jiafu,Engineer,d004,1952-11-17
255499,Dannz,Engelmann,Senior Staff,d007,1952-07-04
255510,Ute,Denny,Engineer,d005,1952-06-24
255519,Randy,Lampe,Engineer,d004,1952-07-19
255522,Rosita,Muhling,Engineer,d004,1952-12-22
255524,Munenori,Androutsos,Assistant Engineer,d005,1952-04-08
255556,Hironoby,Kavanagh,Staff,d005,1952-11-11
255606,Elvis,Bonifati,Senior Staff,d007,1952-09-18
255610,Abdulah,Paciorek,Engineer,d004,1952-07-29
255622,Parto,Zuberek,Technique Leader,d004,1952-11-25
255626,Boutros,Usdin,Senior Staff,d003,1952-07-22
255628,Lalit,Danley,Senior Staff,d007,1952-07-23
255646,Lubomir,DeMori,Engineer,d004,1952-08-25
255650,Giri,Glowinski,Senior Staff,d003,1952-12-29
255680,Temple,Preusig,Engineer,d004,1952-07-07
255682,Krister,Andreotta,Technique Leader,d005,1952-12-21
255686,Clyde,Peral,Engineer,d004,1952-10-18
255699,Hauke,Curless,Engineer,d005,1952-10-25
255728,Anestis,Emmerich,Staff,d007,1952-02-20
255733,Herb,Piazza,Senior Staff,d007,1952-04-20
255734,Valeri,Velasco,Staff,d009,1952-07-07
255748,Amalendu,Benner,Senior Staff,d001,1952-09-17
255757,Lalit,Androutsos,Senior Engineer,d004,1952-12-14
255759,Jianwen,Bellone,Staff,d007,1952-07-06
255762,Mooi,Openshaw,Senior Staff,d003,1952-06-14
255764,Geoffrey,Miyakawa,Staff,d002,1952-09-28
255781,Sanjoy,Coors,Staff,d007,1952-08-11
255790,Hatem,Erbe,Senior Engineer,d004,1952-04-07
255795,Sashi,Godskesen,Assistant Engineer,d005,1952-10-28
255796,Bernardo,Smailagic,Senior Staff,d007,1952-12-17
